date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:06	18408/18408	---M--	200	added ('OK')	application/javascript	etag:%2258759c43-47e8%22	http://itcthemes.com/demo/Universum/html/js/main.js	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/js/main.js	(from http://itcthemes.com/demo/Universum/html/)
17:37:08	74096/74096	---M--	200	added ('OK')	text/css	etag:%22580a5797-12170%22	http://itcthemes.com/demo/Universum/html/css/vendor/animate.css	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/css/vendor/animate.css	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:09	27488/27488	---M--	200	added ('OK')	text/css	etag:%22580a5797-6b60%22	http://itcthemes.com/demo/Universum/html/css/vendor/font-awesome.min.css	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/css/vendor/font-awesome.min.css	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:12	122544/122544	---M--	200	added ('OK')	text/css	etag:%22580a5797-1deb0%22	http://itcthemes.com/demo/Universum/html/css/vendor/bootstrap.min.css	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/css/vendor/bootstrap.min.css	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:13	1567/1567	---M--	200	added ('OK')	text/css	etag:%22580a5797-61f%22	http://itcthemes.com/demo/Universum/html/css/vendor/owl.carousel.css	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/css/vendor/owl.carousel.css	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:15	40858/40858	---M--	200	added ('OK')	application/javascript	etag:%22580a5797-9f9a%22	http://itcthemes.com/demo/Universum/html/js/vendor/isotope.pkgd.min.js	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/js/vendor/isotope.pkgd.min.js	(from http://itcthemes.com/demo/Universum/html/)
17:37:15	28708/28708	---M--	200	added ('OK')	text/css	etag:%22580a5797-7024%22	http://itcthemes.com/demo/Universum/html/css/vendor/prettyPhoto.css	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/css/vendor/prettyPhoto.css	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:15	12336/12336	---M--	200	added ('OK')	text/css	etag:%22580a5797-3030%22	http://itcthemes.com/demo/Universum/html/css/vendor/fullcalendar.min.css	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/css/vendor/fullcalendar.min.css	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:16	1010/1010	---M--	200	added ('OK')	image/png	etag:%22580a5797-3f2%22	http://itcthemes.com/demo/Universum/html/images/assets/icons/arrow-right.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/assets/icons/arrow-right.png	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:16	3026/3026	---M--	200	added ('OK')	image/png	etag:%22580a5797-bd2%22	http://itcthemes.com/demo/Universum/html/images/assets/icons/play.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/assets/icons/play.png	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:16	1120/1120	---M--	200	added ('OK')	image/png	etag:%22580a5797-460%22	http://itcthemes.com/demo/Universum/html/images/assets/main-title.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/assets/main-title.png	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:17	3376/3376	---M--	200	added ('OK')	image/png	etag:%22580a5797-d30%22	http://itcthemes.com/demo/Universum/html/images/assets/ribbon-left.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/assets/ribbon-left.png	(from http://itcthemes.com/demo/Universum/html/style.css)
17:37:18	3391/3391	---M--	200	added ('OK')	image/png	etag:%22580a5797-d3f%22	http://itcthemes.com/demo/Universum/html/images/assets/ribbon-right.png	C:/Users/Hp%20PROBOOK%20%206450b/Desktop/UNIVERSUM/itcthemes.com/demo/Universum/html/images/assets/ribbon-right.png	(from http://itcthemes.com/demo/Universum/html/style.css)
